112,3,1.926,0.03,, 112,3,1.926,0.03,, 
113,3,1.860,0.03,, 113,3,1.860,0.03,, 
114,3,1.796,0.03,, 114,3,1.796,0.03,, 
115,3,1.735,0.03,, 115,3,1.735,0.03,, 
116,3,1.677,0.03,, 116,3,1.677,0.03,, 
117,3,1.621,0.03,, 117,3,1.621,0.03,, 
118,3,1.567,0.03,, 118,3,1.567,0.03,, 
119,3,1.515,0.03,, 119,3,1.515,0.03,, 
120,3,1.465,0.03,, 120,3,1.465,0.03,, 
121,3,1.417,0.03,, 121,3,1.417,0.03,, 
122,3,1.371,0.03,, 122,3,1.371,0.03,, 
123,3,1.326,0.03,, 123,3,1.326,0.03,, 
124,3,1.284,0.03,, 124,3,1.284,0.03,, 
125,3,1.243,0.03,, 125,3,1.243,0.03,, 
126,3,1.203,0.03,, 126,3,1.203,0.03,, 
127,3,1.165,0.03,, 127,3,1.165,0.03,, 
128,3,1.128,0.03,, 128,3,1.128,0.03,, 
129,3,1.093,0.03,, 129,3,1.093,0.03,, 
130,3,1.059,0.03,, 130,3,1.059,0.03,, 
131,3,1.027,0.03,, 131,3,1.027,0.03,, 
132,3,0.996,0.03,, 132,3,0.996,0.03,, 
133,3,0.965,0.03,, 133,3,0.965,0.03,, 
134,3,0.936,0.03,, 134,3,0.936,0.03,, 
135,3,0.908,0.03,, 135,3,0.908,0.03,, 
136,3,0.881,0.03,, 136,3,0.881,0.03,, 
137,3,0.855,0.03,, 137,3,0.855,0.03,, 
138,3,0.830,0.03,, 138,3,0.830,0.03,, 
139,3,0.805,0.03,, 139,3,0.805,0.03,, 
140,3,0.782,0.03,, 140,3,0.782,0.03,, 
141,3,0.759,0.03,, 141,3,0.759,0.03,, 
142,3,0.737,0.03,, 142,3,0.737,0.03,, 
143,3,0.715,0.03,, 143,3,0.715,0.03,, 
144,3,0.695,0.03,, 144,3,0.695,0.03,, 
145,3,0.674,0.03,, 145,3,0.674,0.03,, 
146,3,0.656,0.03,, 146,3,0.656,0.03,, 
147,3,0.638,0.03,, 147,3,0.638,0.03,, 
148,3,0.620,0.03,, 148,3,0.620,0.03,, 
149,3,0.603,0.03,, 149,3,0.603,0.03,, 
150,3,0.586,0.03,, 150,3,0.586,0.03,, 
151,3,0.569,0.03,, 151,3,0.569,0.03,, 
152,3,0.554,0.03,, 152,3,0.554,0.03,, 
153,3,0.538,0.03,, 153,3,0.538,0.03,, 
154,3,0.523,0.03,, 154,3,0.523,0.03,, 
155,3,0.508,0.03,, 155,3,0.508,0.03,, 
156,3,0.494,0.03,, 156,3,0.494,0.03,, 
157,3,0.480,0.03,, 157,3,0.480,0.03,, 
158,3,0.467,0.03,, 158,3,0.467,0.03,, 
159,3,0.454,0.03,, 159,3,0.454,0.03,, 
160,3,0.441,0.03,, 160,3,0.441,0.03,, 
161,3,0.429,0.03,, 161,3,0.429,0.03,, 
162,3,0.417,0.03,, 162,3,0.417,0.03,, 
163,3,0.406,0.03,, 163,3,0.406,0.03,, 
164,3,0.394,0.03,, 164,3,0.394,0.03,, 
165,3,0.384,0.03,, 165,3,0.384,0.03,, 
166,3,0.373,0.03,, 166,3,0.373,0.03,, 
167,3,0.363,0.03,, 167,3,0.363,0.03,, 
168,3,0.353,0.03,, 168,3,0.353,0.03,, 
169,3,0.343,0.03,, 169,3,0.343,0.03,, 
170,3,0.334,0.03,, 170,3,0.334,0.03,, 
171,3,0.325,0.03,, 171,3,0.325,0.03,, 
172,3,0.317,0.03,, 172,3,0.317,0.03,, 
173,3,0.308,0.03,, 173,3,0.308,0.03,, 
174,3,0.300,0.03,, 174,3,0.300,0.03,, 
175,3,0.292,0.03,, 175,3,0.292,0.03,, 
176,3,0.285,0.03,, 176,3,0.285,0.03,, 
177,3,0.277,0.03,, 177,3,0.277,0.03,, 
178,3,0.270,0.03,, 178,3,0.270,0.03,, 
179,3,0.263,0.03,, 179,3,0.263,0.03,, 
180,3,0.257,0.03,, 180,3,0.257,0.03,, 
181,3,0.250,0.03,, 181,3,0.250,0.03,, 
182,3,0.244,0.03,, 182,3,0.244,0.03,, 
183,3,0.238,0.03,, 183,3,0.238,0.03,, 
184,3,0.232,0.03,, 184,3,0.232,0.03,, 
185,3,0.226,0.03,, 185,3,0.226,0.03,, 
186,3,0.220,0.03,, 186,3,0.220,0.03,, 
187,3,0.215,0.03,, 187,3,0.215,0.03,, 
188,3,0.210,0.03,, 188,3,0.210,0.03,, 
189,3,0.204,0.03,, 189,3,0.204,0.03,, 
190,3,0.199,0.03,, 190,3,0.199,0.03,, 
191,3,0.195,0.03,, 191,3,0.195,0.03,, 
192,3,0.190,0.03,, 192,3,0.190,0.03,, 
193,3,0.186,0.03,, 193,3,0.186,0.03,, 
194,3,0.181,0.03,, 194,3,0.181,0.03,, 
195,3,0.177,0.03,, 195,3,0.177,0.03,, 
196,3,0.173,0.03,, 196,3,0.173,0.03,, 
197,3,0.169,0.03,, 197,3,0.169,0.03,, 
198,3,0.165,0.03,, 198,3,0.165,0.03,, 
199,3,0.161,0.03,, 199,3,0.161,0.03,, 
200,3,0.158,0.03,, 200,3,0.158,0.03,, 
201,3,0.154,0.03,, 201,3,0.154,0.03,, 
202,3,0.151,0.03,, 202,3,0.151,0.03,, 
203,3,0.147,0.03,, 203,3,0.147,0.03,, 
204,3,0.144,0.03,, 204,3,0.144,0.03,, 
205,3,0.141,0.03,, 205,3,0.141,0.03,, 
206,3,0.138,0.03,, 206,3,0.138,0.03,, 
207,3,0.135,0.03,, 207,3,0.135,0.03,, 
208,3,0.132,0.03,, 208,3,0.132,0.03,, 
209,3,0.129,0.03,, 209,3,0.129,0.03,, 
210,3,0.127,0.03,, 210,3,0.127,0.03,, 
211,3,0.124,0.03,, 211,3,0.124,0.03,, 
212,3,0.121,0.03,, 212,3,0.121,0.03,, 
213,3,0.119,0.03,, 213,3,0.119,0.03,, 
214,3,0.116,0.03,, 214,3,0.116,0.03,, 
215,3,0.114,0.03,, 215,3,0.114,0.03,, 
216,3,0.112,0.03,, 216,3,0.112,0.03,, 
217,3,0.109,0.03,, 217,3,0.109,0.03,, 
218,3,0.107,0.03,, 218,3,0.107,0.03,, 
219,3,0.105,0.03,, 219,3,0.105,0.03,, 
220,3,0.103,0.03,, 220,3,0.103,0.03,, 
221,3,0.101,0.03,, 221,3,0.101,0.03,, 
222,3,0.099,0.03,, 222,3,0.099,0.03,, 
223,3,0.097,0.03,, 223,3,0.097,0.03,, 
224,3,0.095,0.03,, 224,3,0.095,0.03,, 
225,3,0.093,0.03,, 225,3,0.093,0.03,, 
226,3,0.091,0.03,, 226,3,0.091,0.03,, 
227,3,0.089,0.03,, 227,3,0.089,0.03,, 
228,3,0.087,0.03,, 228,3,0.087,0.03,, 
229,3,0.086,0.03,, 229,3,0.086,0.03,, 
230,3,0.084,0.03,, 230,3,0.084,0.03,, 
231,3,0.082,0.03,, 231,3,0.082,0.03,, 
232,3,0.081,0.03,, 232,3,0.081,0.03,, 
233,3,0.079,0.03,, 233,3,0.079,0.03,, 
234,3,0.077,0.03,, 234,3,0.077,0.03,, 
235,3,0.076,0.03,, 235,3,0.076,0.03,, 
236,3,0.074,0.03,, 236,3,0.074,0.03,, 
237,3,0.073,0.03,, 237,3,0.073,0.03,, 
238,3,0.071,0.03,, 238,3,0.071,0.03,, 
239,3,0.070,0.03,, 239,3,0.070,0.03,, 
240,3,0.069,0.03,, 240,3,0.069,0.03,, 
241,3,0.067,0.03,, 241,3,0.067,0.03,, 
242,3,0.066,0.03,, 242,3,0.066,0.03,, 
243,3,0.065,0.03,, 243,3,0.065,0.03,, 
244,3,0.063,0.03,, 244,3,0.063,0.03,, 
245,3,0.062,0.03,, 245,3,0.062,0.03,, 
